Model Outputs
100
,,HJX:CentreOfMass,,,HJX:CentreOfMassFloor,,,HJX:HED,,,,,,,,,HJX:LAbsAnkleAngle,,,HJX:LAnkleAngles,,,HJX:LCL,,,,,,,,,HJX:LElbowAngles,,,HJX:LFE,,,,,,,,,HJX:LFO,,,,,,,,,HJX:LFootProgressAngles,,,HJX:LHN,,,,,,,,,HJX:LHU,,,,,,,,,HJX:LHeadAngles,,,HJX:LHipAngles,,,HJX:LKneeAngles,,,HJX:LNeckAngles,,,HJX:LPelvisAngles,,,HJX:LRA,,,,,,,,,HJX:LShoulderAngles,,,HJX:LSpineAngles,,,HJX:LTI,,,,,,,,,HJX:LTO,,,,,,,,,HJX:LThoraxAngles,,,HJX:LWristAngles,,,HJX:PEL,,,,,,,,,HJX:RAbsAnkleAngle,,,HJX:RAnkleAngles,,,HJX:RCL,,,,,,,,,HJX:RElbowAngles,,,HJX:RFE,,,,,,,,,HJX:RFO,,,,,,,,,HJX:RFootProgressAngles,,,HJX:RHN,,,,,,,,,HJX:RHU,,,,,,,,,HJX:RHeadAngles,,,HJX:RHipAngles,,,HJX:RKneeAngles,,,HJX:RNeckAngles,,,HJX:RPelvisAngles,,,HJX:RRA,,,,,,,,,HJX:RShoulderAngles,,,HJX:RSpineAngles,,,HJX:RTI,,,,,,,,,HJX:RTO,,,,,,,,,HJX:RThoraxAngles,,,HJX:RWristAngles,,,HJX:TRX,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
202,0,0,0,0,0,0,0,43.4554,-42.1894,88.9437,171.786,916.879,1677.58,201.728,201.728,201.727,-37.833,0,0,-47.105,-2.72191,33.1505,54.7446,113.462,113.662,76.3561,940.593,1629.4,142.281,142.281,142.281,75.7778,0,-1.19589e-012,12.5351,11.6942,100.03,35.2712,1092.55,626.797,554.436,554.436,554.436,20.3361,-37.2402,121.782,39.046,1061.35,96.9193,258.305,258.305,258.305,-34.5321,36.0435,-1.03201,52.5085,-142.724,-80.3505,93.1145,902.502,2073.12,198.751,198.751,198.75,-67.646,-210.921,50.5174,-62.9683,1078.76,1775.24,244.478,244.478,244.478,53.9515,3.5006,-5.17775,0.584314,-11.5349,-0.269331,19.9592,12.5025,-31.3965,-43.8666,-3.50076,-10.1662,-0.62222,3.55313,-10.2185,-54.3397,-146.392,-1.07837,13.7421,1047.4,1962.63,190.555,190.555,190.555,52.0099,148.539,-120.299,-7.47829,10.5373,5.34696,-10.2613,20.1336,135.291,46.0505,976.779,261.25,383.593,383.593,383.593,20.3361,-37.2402,121.782,37.4952,1110.15,25.9994,86.1017,86.1017,86.1017,-10.6764,-4.53489,-16.3427,33.6769,22.3763,95.4587,3.56239,2.05325,100.201,186.021,1102.26,1161.83,14.6704,14.6704,14.6704,-30.249,0,0,-35.057,-2.57485,28.7137,-75.7022,-72.6512,21.5767,275.257,986.426,1651.2,145.17,145.17,145.17,97.6212,-3.18055e-015,-5.34969e-012,-9.11715,-13.6598,83.6309,338.448,1124.89,613.338,567.373,567.373,567.373,36.6596,-19.6537,75.397,347.565,1086.25,115.453,251.256,251.256,251.256,-37.9858,13.7987,6.87833,204.803,-137.894,-85.5024,236.925,975.533,2011.61,134.358,134.358,134.358,113.918,65.7144,-55.6722,363.488,1239.41,1815.86,314.483,314.483,314.483,53.9515,-3.5006,5.17775,-1.76809,-18.37,-16.2254,24.5708,8.45697,-13.0493,-43.8666,3.50076,10.1662,-0.62222,-3.55313,10.2185,151.266,102.769,63.4798,267.329,1106.35,2007.82,234.902,234.903,234.903,49.8914,122.084,-105.645,-7.47829,-10.5373,-5.34696,-20.3402,9.59419,65.6247,357.037,991.941,268.361,370.175,370.175,370.175,36.6596,-19.6537,75.397,337.535,1137.42,49.9178,83.7521,83.7521,83.7521,-10.6764,4.53489,16.3427,50.6348,11.96,153.882,109.568,145.188,17.921,154.414,1058.8,1616.09,143.726,143.726,143.726
203,0,0,0,0,0,0,0,43.304,-41.7467,88.8824,171.526,918.272,1685.04,201.728,201.728,201.728,-38.414,0,0,-47.4371,-2.67185,32.478,53.901,114.101,113.897,77.2978,940.856,1636.88,141.752,141.752,141.752,73.299,-1.59028e-015,-3.06924e-012,12.6746,11.6547,100.345,34.3458,1091.24,633.864,554.574,554.575,554.575,20.9263,-37.2065,122.059,36.3289,1065.33,102.851,258.305,258.305,258.305,-34.6866,36.2227,-1.54127,53.5084,-143.866,-76.4683,94.1479,918.063,2093.05,199.059,199.059,199.059,-65.519,-210.524,51.8044,-60.4892,1080.21,1783.93,245.004,245.004,245.004,53.5935,3.57311,-4.97,0.949897,-11.5692,-0.473545,19.3411,12.5974,-31.3094,-43.8118,-3.77216,-10.5622,-0.354294,3.5135,-10.3442,-54.447,-148.018,1.59992,14.342,1056.98,1974.91,191.977,191.977,191.977,52.09,149.872,-120.413,-7.38951,10.596,5.51388,-9.84665,19.262,135.488,44.889,980.363,266.904,383.488,383.488,383.488,20.9263,-37.2066,122.059,34.013,1114.31,32.0768,86.1017,86.1017,86.1017,-10.3812,-4.60401,-16.6402,33.4089,22.1867,95.1563,3.33506,2.25543,100.32,185.661,1100.36,1168.9,14.6705,14.6704,14.6704,-30.9039,0,0,-35.7994,-2.56567,28.5951,-75.8651,-72.3697,21.2201,273.521,986.519,1658.47,144.681,144.682,144.682,90.2006,-3.18055e-015,-9.85972e-014,-9.01882,-13.6925,83.5658,337.796,1123.77,620.182,567.542,567.542,567.542,36.7348,-19.6675,75.3483,347.984,1090.07,121.006,251.256,251.256,251.256,-38.055,13.8485,6.89692,204.727,-134.436,-58.0502,229.189,993.164,2070.09,136.245,136.245,136.245,115.512,65.6012,-53.8712,358.479,1233.04,1829.18,311.659,311.659,311.659,53.5935,-3.57311,4.97,-1.44745,-18.3559,-16.3912,23.8562,8.35651,-13.0324,-43.8118,3.77216,10.5622,-0.354294,-3.5135,10.3442,151.035,100.868,55.2634,264.7,1120.43,2036.85,236.375,236.375,236.375,48.8606,124.547,-106.681,-7.38951,-10.596,-5.51388,-19.7576,9.01468,65.8086,357.53,995.593,273.802,369.863,369.863,369.863,36.7348,-19.6675,75.3483,337.926,1141.32,55.535,83.7521,83.7521,83.7521,-10.3812,4.60401,16.6402,43.525,11.939,148.294,109.046,145.293,17.5968,153.607,1059.57,1623.59,143.217,143.217,143.217
204,0,0,0,0,0,0,0,43.135,-41.2944,88.8088,171.205,919.649,1691.57,201.728,201.728,201.728,-38.3731,0,0,-47.032,-2.63419,31.9654,53.0153,114.787,114.162,78.3056,940.923,1643.36,141.239,141.239,141.239,70.7934,-1.59028e-015,-5.40694e-013,12.8432,11.5398,100.668,33.6177,1090.51,639.825,554.719,554.719,554.719,21.9513,-37.4263,121.803,33.4456,1069.79,108.84,258.305,258.305,258.305,-35.2503,35.9239,-2.13355,54.3959,-144.982,-72.4356,94.9503,934.464,2111.63,199.283,199.283,199.283,-63.31,-210.094,53.1306,-57.9001,1081.54,1791.56,245.535,245.535,245.535,53.221,3.63535,-4.75133,1.28272,-11.5779,-0.666202,18.9905,12.6202,-31.0308,-43.7429,-4.05452,-10.9863,-0.183707,3.48171,-10.4781,-54.4413,-149.649,4.38706,14.9794,1066.82,1985.93,193.539,193.538,193.538,52.1732,151.239,-120.502,-7.19579,10.6448,5.69697,-9.5657,18.6022,135.511,44.0219,983.26,271.955,383.328,383.328,383.328,21.9512,-37.4263,121.803,30.2401,1119.45,38.575,86.1017,86.1016,86.1016,-10.0837,-4.68289,-16.9506,33.083,22.0488,94.732,3.18709,2.37896,100.449,185.294,1098.42,1174.92,14.6704,14.6704,14.6705,-31.118,0,0,-36.0244,-2.55921,28.5113,-76.0308,-72.1129,20.8149,271.712,986.438,1664.8,144.217,144.217,144.217,82.3782,0,1.46306e-012,-8.86281,-13.7432,83.5163,336.904,1123.14,625.963,567.701,567.701,567.701,37.0798,-19.8973,75.5773,347.966,1094.28,126.464,251.256,251.256,251.256,-38.4046,13.609,7.01207,199.778,-129.06,-31.6758,220.427,1020.09,2131.15,139.247,139.247,139.247,117.458,65.2912,-51.8578,353.544,1225.42,1842.31,308.738,308.738,308.738,53.221,-3.63535,4.75133,-1.17063,-18.3191,-16.5461,23.3385,8.20096,-12.8224,-43.7429,4.05452,10.9863,-0.183707,-3.48171,10.4781,150.648,98.2445,47.1168,262.28,1135.28,2065.04,239.037,239.037,239.037,47.564,127.146,-107.547,-7.19579,-10.6448,-5.69697,-19.3044,8.55339,66.1617,357.789,998.834,278.642,369.484,369.484,369.484,37.0798,-19.8973,75.5773,337.742,1145.91,61.3226,83.7521,83.7521,83.7521,-10.0837,4.68289,16.9506,34.6774,10.6402,142.121,108.501,145.399,17.2771,152.754,1060.21,1630.09,142.728,142.728,142.728
205,0,0,0,0,0,0,0,42.9398,-40.8308,88.7236,170.812,920.975,1697.14,201.728,201.728,201.727,-37.8334,0,0,-46.0557,-2.60637,31.583,52.0999,115.504,114.456,79.3396,940.786,1648.82,140.75,140.75,140.75,68.3109,0,-3.46362e-012,13.0289,11.3668,100.992,33.0651,1090.27,644.701,554.853,554.854,554.854,23.2854,-37.8218,121.129,30.5398,1074.37,114.696,258.305,258.305,258.305,-36.1165,35.2487,-2.7716,55.1418,-146.055,-68.3076,95.5071,951.48,2128.56,199.446,199.446,199.446,-61.0434,-209.633,54.4996,-55.2578,1082.74,1798.05,246.049,246.049,246.049,52.8274,3.68306,-4.52306,1.56922,-11.5671,-0.83674,18.8734,12.5811,-30.5926,-43.6457,-4.34392,-11.4367,-0.107946,3.45667,-10.6234,-54.3169,-151.246,7.25038,15.641,1076.81,1995.55,195.223,195.223,195.223,52.271,152.613,-120.553,-6.9081,10.682,5.88853,-9.40742,18.1409,135.383,43.431,985.437,276.342,383.128,383.127,383.128,23.2854,-37.8218,121.129,26.3764,1125.07,45.2231,86.1017,86.1017,86.1017,-9.79104,-4.77035,-17.27,32.699,21.9655,94.181,3.11381,2.42416,100.593,184.914,1096.5,1179.91,14.6704,14.6704,14.6704,-30.962,0,0,-35.8202,-2.556,28.4696,-76.1911,-71.8895,20.3834,269.855,986.201,1670.16,143.784,143.784,143.784,74.5282,3.18055e-015,3.47317e-012,-8.66885,-13.8042,83.5004,335.82,1122.87,630.7,567.837,567.837,567.837,37.6468,-20.2955,76.0177,347.518,1098.66,131.67,251.256,251.256,251.256,-38.9802,13.1506,7.21137,190.649,-122.562,-8.65879,211.41,1057.69,2188.96,143.204,143.204,143.204,119.713,64.6558,-49.6718,348.831,1216.95,1854.9,305.96,305.96,305.96,52.8274,-3.68306,4.52306,-0.953027,-18.2616,-16.6781,22.9882,8.01726,-12.4874,-43.6457,4.34392,11.4367,-0.107946,-3.45667,10.6234,150.16,94.9261,39.4761,260.089,1150.42,2091.3,242.85,242.849,242.85,46.0428,129.73,-108.053,-6.9081,-10.682,-5.88853,-18.966,8.19975,66.6353,357.806,1001.63,282.809,369.068,369.068,369.068,37.6468,-20.2955,76.0177,337.005,1150.93,67.0794,83.7522,83.7521,83.7521,-9.79104,4.77035,17.27,25.022,7.73816,136.177,107.943,145.507,16.9703,151.843,1060.69,1635.56,142.267,142.267,142.267
206,0,0,0,0,0,0,0,42.7089,-40.3547,88.6289,170.341,922.216,1701.73,201.727,201.728,201.728,-36.9404,0,0,-44.69,-2.58516,31.2893,51.1695,116.235,114.774,80.3566,940.449,1653.22,140.289,140.289,140.289,65.9009,0,-1.24042e-012,13.2199,11.153,101.307,32.6651,1090.39,648.529,554.96,554.96,554.96,24.7909,-38.3022,120.166,27.7598,1078.72,120.203,258.305,258.305,258.305,-37.1628,34.3076,-3.41444,55.725,-147.07,-64.1504,95.8254,968.849,2143.56,199.57,199.57,199.57,-58.7457,-209.146,55.9129,-52.6244,1083.83,1803.32,246.522,246.522,246.522,52.4059,3.71197,-4.28756,1.80279,-11.543,-0.975931,18.9506,12.4904,-30.0321,-43.5062,-4.63411,-11.9094,-0.117622,3.43607,-10.7823,-54.075,-152.777,10.1534,16.3137,1086.82,2003.6,197.005,197.005,197.005,52.394,153.97,-120.554,-6.54423,10.7052,6.07945,-9.35755,17.8588,135.133,43.087,986.895,280.013,382.916,382.916,382.916,24.7909,-38.3022,120.166,22.6318,1130.64,51.7088,86.1017,86.1017,86.1017,-9.5096,-4.86379,-17.5931,32.2635,21.937,93.5083,3.1071,2.39784,100.752,184.517,1094.64,1183.87,14.6705,14.6704,14.6703,-30.5208,0,0,-35.2861,-2.55523,28.4597,-76.3392,-71.7032,19.9532,267.984,985.833,1674.53,143.387,143.387,143.387,67.0514,0,-5.24473e-012,-8.45519,-13.8693,83.5336,334.591,1122.88,634.43,567.931,567.931,567.931,38.3711,-20.8155,76.5992,346.682,1103,136.465,251.256,251.256,251.256,-39.7157,12.5456,7.47198,178.911,-115.184,10.8269,203.201,1105.36,2237.2,147.153,147.153,147.153,122.188,63.5677,-47.3859,344.485,1208.15,1866.5,303.531,303.531,303.531,52.4059,-3.71197,4.28756,-0.801359,-18.1856,-16.7762,22.7762,7.82953,-12.0919,-43.5062,4.63411,11.9094,-0.117622,-3.43607,10.7823,149.663,91.0038,32.7107,258.139,1165.33,2114.56,247.5,247.5,247.5,44.379,132.144,-108.029,-6.54423,-10.7052,-6.07945,-18.7263,7.94316,67.1829,357.577,1003.95,286.246,368.653,368.653,368.653,38.3711,-20.8155,76.5992,335.791,1156.07,72.5875,83.7521,83.7521,83.7521,-9.5096,4.86379,17.5931,15.2087,3.15958,130.79,107.381,145.617,16.682,150.87,1061,1639.98,141.838,141.838,141.838
207,0,0,0,0,0,0,0,42.4338,-39.865,88.5277,169.789,923.341,1705.33,201.728,201.728,201.728,-35.8493,0,0,-43.123,-2.5676,31.0448,50.2421,116.96,115.105,81.3134,939.922,1656.56,139.86,139.86,139.86,63.6091,0,-8.74653e-013,13.4059,10.9149,101.606,32.3946,1090.77,651.348,555.023,555.023,555.023,26.3238,-38.7801,119.045,25.2531,1082.47,125.116,258.305,258.305,258.305,-38.2605,33.2174,-4.01995,56.1357,-148.013,-60.0389,95.9334,986.274,2156.4,199.673,199.673,199.673,-56.4462,-208.637,57.3694,-50.0629,1084.81,1807.3,246.931,246.931,246.931,51.9498,3.71844,-4.0482,1.98356,-11.5113,-1.07822,19.1823,12.358,-29.3878,-43.312,-4.91698,-12.3982,-0.197521,3.41691,-10.9558,-53.7244,-154.206,13.057,16.9846,1096.72,2009.98,198.845,198.844,198.845,52.5512,155.283,-120.496,-6.12727,10.7118,6.26011,-9.40019,17.7334,134.79,42.9542,987.66,282.923,382.727,382.727,382.727,26.3239,-38.7801,119.045,19.2171,1135.66,57.6745,86.1016,86.1017,86.1017,-9.24433,-4.95938,-17.9132,31.7912,21.9617,92.7304,3.15415,2.30945,100.928,184.098,1092.88,1186.8,14.6704,14.6704,14.6705,-29.8877,0,0,-34.5276,-2.55531,28.4607,-76.4702,-71.5538,19.5553,266.134,985.363,1677.87,143.029,143.029,143.029,60.3214,3.18055e-015,2.06736e-013,-8.23728,-13.9332,83.6267,333.257,1123.1,637.195,567.967,567.967,567.967,39.1766,-21.4104,77.2523,345.536,1107.09,140.676,251.256,251.256,251.256,-40.5373,11.8639,7.76323,165.803,-106.615,27.2087,196.936,1160.15,2270.46,150.237,150.237,150.237,124.744,61.9464,-45.1082,340.638,1199.62,1876.58,301.57,301.57,301.57,51.9498,-3.71844,4.0482,-0.713605,-18.0934,-16.8319,22.6763,7.65761,-11.6924,-43.312,4.91698,12.3982,-0.197521,-3.41691,10.9558,149.248,86.6396,27.0701,256.431,1179.47,2133.87,252.464,252.464,252.464,42.6893,134.245,-107.373,-6.12727,-10.7118,-6.26011,-18.57,7.77338,67.7611,357.109,1005.81,288.905,368.282,368.282,368.282,39.1766,-21.4104,77.2523,334.223,1161.03,77.609,83.7521,83.7521,83.7521,-9.24433,4.95938,17.9132,5.44657,-3.02981,125.923,106.828,145.726,16.4157,149.836,1061.13,1643.35,141.444,141.444,141.445
208,0,0,0,0,0,0,0,42.1064,-39.3613,88.4237,169.157,924.323,1707.93,201.728,201.728,201.728,-34.709,0,0,-41.533,-2.55162,30.8212,49.3382,117.659,115.441,82.1692,939.223,1658.84,139.464,139.464,139.464,61.4755,-1.59028e-015,-2.65258e-012,13.5781,10.667,101.883,32.2324,1091.3,653.194,555.031,555.031,555.031,27.7467,-39.1833,117.893,23.1533,1085.34,129.17,258.305,258.305,258.305,-39.2876,32.0929,-4.54928,56.377,-148.867,-56.0527,95.8784,1003.44,2166.89,199.765,199.765,199.765,-54.1766,-208.111,58.8637,-47.6335,1085.69,1809.95,247.253,247.253,247.253,51.4534,3.69942,-3.80915,2.11728,-11.4773,-1.14162,19.5302,12.1933,-28.6971,-43.0533,-5.18282,-12.8948,-0.328326,3.39548,-11.1427,-53.2813,-155.507,15.921,17.642,1106.37,2014.6,200.696,200.697,200.697,52.749,156.525,-120.374,-5.68356,10.6987,6.42127,-9.51904,17.7415,134.384,42.9952,987.773,285.029,382.594,382.594,382.595,27.7467,-39.1833,117.893,16.3241,1139.69,62.7396,86.1017,86.1017,86.1016,-8.99868,-5.05228,-18.2225,31.3032,22.0354,91.8752,3.23556,2.17452,101.119,183.655,1091.27,1188.73,14.6703,14.6704,14.6704,-29.1566,0,0,-33.6488,-2.55423,28.4466,-76.5819,-71.4374,19.2217,264.347,984.821,1680.18,142.709,142.709,142.709,54.639,0,-3.9089e-012,-8.02711,-13.9928,83.7846,331.856,1123.44,639.036,567.926,567.927,567.927,39.9829,-22.0343,77.9157,344.178,1110.71,144.128,251.256,251.256,251.256,-41.369,11.1664,8.05075,152.046,-96.7785,40.4823,193.43,1217,2285.98,152.576,152.576,152.576,127.194,59.8167,-42.9762,337.395,1191.98,1884.63,300.08,300.08,300.08,51.4534,-3.69942,3.80915,-0.680068,-17.9872,-16.8396,22.667,7.51618,-11.3321,-43.0533,5.18282,12.8948,-0.328326,-3.39548,11.1427,148.961,82.0816,22.6625,254.964,1192.37,2148.55,257.138,257.138,257.138,41.1077,135.925,-106.105,-5.68356,-10.6987,-6.42127,-18.4835,7.68129,68.3347,356.414,1007.19,290.748,367.998,367.998,367.998,39.9829,-22.0342,77.9157,332.449,1165.52,81.8942,83.7521,83.7521,83.7521,-8.99868,5.05228,18.2225,-4.26883,-10.5977,121.641,106.296,145.835,16.1719,148.75,1061.06,1645.67,141.087,141.087,141.087
209,0,0,0,0,0,0,0,41.7212,-38.8445,88.3213,168.452,925.143,1709.53,201.728,201.728,201.728,-33.647,0,0,-40.0722,-2.53626,30.6052,48.4804,118.315,115.767,82.889,938.379,1660.06,139.102,139.102,139.102,59.5317,0,-2.20094e-012,13.7297,10.4215,102.136,32.1603,1091.9,654.09,554.979,554.979,554.979,28.9432,-39.4615,116.821,21.5635,1087.12,132.115,258.305,258.305,258.305,-40.1414,31.0358,-4.97169,56.4639,-149.619,-52.2707,95.7232,1020.03,2174.9,199.847,199.847,199.847,-51.9693,-207.573,60.3862,-45.3892,1086.47,1811.24,247.469,247.468,247.468,50.9127,3.65307,-3.57503,2.21365,-11.4454,-1.168,19.961,12.0041,-27.9944,-42.7241,-5.42152,-13.3893,-0.488714,3.36801,-11.3398,-52.7682,-156.657,18.7052,18.2765,1115.64,2017.42,202.509,202.509,202.509,52.9903,157.673,-120.186,-5.24009,10.6634,6.55516,-9.69861,17.8618,133.944,43.1748,987.282,286.293,382.546,382.546,382.546,28.9432,-39.4616,116.821,14.1016,1142.42,66.5419,86.1017,86.1017,86.1017,-8.77444,-5.13719,-18.5128,30.8255,22.1518,90.9803,3.33292,2.00818,101.321,183.186,1089.83,1189.68,14.6704,14.6704,14.6705,-28.4128,0,0,-32.744,-2.5501,28.393,-76.6746,-71.3478,18.9814,262.664,984.241,1681.44,142.425,142.425,142.425,50.1982,-4.77083e-015,4.64997e-012,-7.83269,-14.0461,84.0066,330.417,1123.88,639.985,567.797,567.797,567.797,40.7146,-22.6441,78.5395,342.712,1113.69,146.651,251.256,251.256,251.256,-42.1401,10.5023,8.3014,138.285,-86.4813,50.3094,192.85,1270,2284.55,155.121,155.121,155.121,129.327,57.3546,-41.1429,334.825,1185.74,1890.19,298.975,298.975,298.975,50.9127,-3.65307,3.57503,-0.68513,-17.8691,-16.7968,22.733,7.41412,-11.0396,-42.7241,5.42152,13.3893,-0.488714,-3.36801,11.3398,148.781,77.6732,19.4593,253.725,1203.62,2158.25,260.99,260.99,260.99,39.7613,137.116,-104.385,-5.24009,-10.6634,-6.55516,-18.4567,7.65935,68.8761,355.509,1008.1,291.746,367.838,367.838,367.838,40.7146,-22.6441,78.5396,330.62,1169.29,85.1988,83.7521,83.7521,83.7521,-8.77444,5.13719,18.5128,-13.8726,-18.9169,118.435,105.801,145.939,15.9482,147.627,1060.8,1646.94,140.764,140.764,140.763
210,0,0,0,0,0,0,0,41.2757,-38.3162,88.2247,167.686,925.791,1710.11,201.728,201.728,201.728,-32.756,0,0,-38.8497,-2.52139,30.3953,47.6918,118.913,116.071,83.4462,937.42,1660.21,138.773,138.773,138.773,57.8005,1.59028e-015,-6.39292e-013,13.8551,10.188,102.362,32.1657,1092.51,654.046,554.867,554.867,554.867,29.8327,-39.587,115.909,20.5409,1087.67,133.743,258.305,258.305,258.305,-40.7496,30.1214,-5.26889,56.4222,-150.257,-48.7656,95.5408,1035.75,2180.38,199.916,199.916,199.916,-49.8569,-207.03,61.9227,-43.3729,1087.15,1811.15,247.563,247.563,247.563,50.3265,3.57891,-3.35058,2.28405,-11.4185,-1.16195,20.4466,11.7972,-27.3085,-42.3226,-5.62361,-13.8708,-0.657626,3.33083,-11.5418,-52.2122,-157.644,21.3719,18.8809,1124.41,2018.43,204.231,204.231,204.231,53.2747,158.704,-119.933,-4.82203,10.6041,6.65635,-9.92521,18.0763,133.491,43.463,986.231,286.678,382.6,382.6,382.6,29.8328,-39.587,115.909,12.6342,1143.64,68.7907,86.1016,86.1017,86.1017,-8.57197,-5.209,-18.7762,30.3861,22.3029,90.09,3.4276,1.82745,101.528,182.692,1088.57,1189.65,14.6704,14.6704,14.6704,-27.724,0,0,-31.8884,-2.54144,28.2804,-76.7505,-71.2787,18.858,261.123,983.655,1681.62,142.173,142.174,142.173,47.0699,3.18055e-015,-5.56597e-012,-7.65816,-14.0927,84.2856,328.962,1124.39,640.06,567.568,567.568,567.568,41.3096,-23.2038,79.0901,341.235,1115.88,148.095,251.256,251.256,251.256,-42.7928,9.90502,8.4881,125.514,-77.1792,56.7448,194.634,1314.04,2270.39,158.455,158.455,158.455,130.942,54.8735,-39.7519,332.956,1181.31,1892.94,298.137,298.137,298.137,50.3265,-3.57891,3.35058,-0.709808,-17.741,-16.7043,22.8651,7.35429,-10.8268,-42.3226,5.62361,13.8708,-0.657626,-3.33083,11.5418,148.639,73.8203,17.3229,252.694,1213.01,2163.01,263.676,263.676,263.676,38.7466,137.795,-102.488,-4.82203,-10.6041,-6.65635,-18.4835,7.70198,69.3683,354.418,1008.56,291.875,367.829,367.829,367.83,41.3097,-23.2038,79.0901,328.873,1172.16,87.3097,83.7521,83.7521,83.7522,-8.57197,5.209,18.7762,-23.0702,-26.8929,116.954,105.354,146.038,15.7412,146.486,1060.35,1647.14,140.473,140.473,140.473
211,0,0,0,0,0,0,0,40.7716,-37.78,88.1381,166.874,926.271,1709.66,201.728,201.728,201.727,-32.0856,0,0,-37.9217,-2.5074,30.1969,46.9938,119.443,116.339,83.8245,936.38,1659.29,138.475,138.475,138.475,56.2954,3.18055e-015,-3.54632e-012,13.9501,9.97347,102.557,32.2414,1093.07,653.052,554.704,554.704,554.704,30.3799,-39.5525,115.2,20.0896,1086.97,133.923,258.305,258.305,258.305,-41.0779,29.3911,-5.43717,56.2852,-150.77,-45.5996,95.4076,1050.32,2183.33,199.964,199.964,199.964,-47.8692,-206.49,63.4558,-41.6151,1087.75,1809.7,247.526,247.526,247.526,49.697,3.47812,-3.14011,2.3394,-11.3986,-1.12966,20.9655,11.5778,-26.6621,-41.8522,-5.7816,-14.3283,-0.816378,3.28097,-11.7417,-51.6419,-158.46,23.8864,19.4508,1132.55,2017.64,205.813,205.813,205.813,53.5983,159.603,-119.62,-4.45047,10.5199,6.72265,-10.1878,18.371,133.044,43.8374,984.659,286.151,382.76,382.76,382.76,30.3799,-39.5525,115.2,11.9311,1143.29,69.3106,86.1017,86.1016,86.1016,-8.39051,-5.26351,-19.0059,30.0121,22.4792,89.2511,3.50276,1.64507,101.732,182.174,1087.51,1188.63,14.6704,14.6704,14.6704,-27.1328,0,0,-31.1295,-2.52732,28.096,-76.8132,-71.2254,18.865,259.753,983.094,1680.71,141.951,141.951,141.951,45.2083,-4.77083e-015,-3.40955e-012,-7.50399,-14.1332,84.6095,327.506,1124.97,639.264,567.24,567.24,567.24,41.7274,-23.6888,79.5516,339.823,1117.21,148.353,251.256,251.256,251.256,-43.2887,9.39018,8.59336,114.96,-70.0492,60.5331,197.68,1346.07,2249.61,161.772,161.772,161.772,131.908,52.725,-38.905,331.784,1178.87,1892.78,297.474,297.474,297.474,49.697,-3.47812,3.14011,-0.734239,-17.6048,-16.5658,23.0606,7.33368,-10.6894,-41.8522,5.7816,14.3283,-0.816378,-3.28097,11.7417,148.458,70.8908,16.0523,251.848,1220.49,2163.2,265.088,265.088,265.088,38.1134,137.974,-100.717,-4.45047,-10.5199,-6.72265,-18.5621,7.80586,69.8047,353.166,1008.56,291.116,367.987,367.988,367.988,41.7273,-23.6888,79.5516,327.309,1173.99,88.0736,83.7522,83.7521,83.7521,-8.39051,5.26351,19.0059,-31.255,-33.3588,117.298,104.966,146.128,15.5467,145.352,1059.75,1646.26,140.213,140.213,140.213
